CARREGA
conjugative comede
baa aprefixar
b b
azure apreensivo
aztecan apreensiva
aztec apreensaavel
azov apreensario
azores apreensao
aziz apreender
azimuthal apreendedor
azimuth apreciavelmente
azikiwe apreciativo
azeri apreciar
azerbaijan apreciaivel
azalea apreciador
ayrshire apreao
ayr apreaar
aylesbury apre
ayers aprazo
aye aprazidos
ayckbourn aprazido
ayatollah aprazidas
ayah aprazida
axon aprazias
axolotl apraziam
axle aprazia
axis aprazia
axiomatizing aprazes
axiomatising aprazermos
axiomatic aprazerias
axiomatically aprazeriam
axiom aprazeria
axiology aprazeria
axiological aprazeres
axillary aprazeremos
axil aprazerem
axial aprazereis
axes aprazerei
axemen aprazerdes
axemens aprazerao
axeman aprazerais
axel aprazerai
axeheads aprazeraaeis
axehead aprazeraaamos
axe aprazer
awry aprazendo
awol aprazemos
awoke aprazem
awoken aprazeis
awninged aprazei
awning aprazaavel
awn aprazas
awl aprazar
awkward aprazamos
awhile aprazamos
awful aprazam
awestruck aprazam
awesome aprazais
aweinspiringly aprazaaeis
aweinspiring aprazaaamos
aweigh apraza
awed apraza
awe apraza
away apraz
awash apraz
aware aprastamo
awarder apple
award appacdm
awaking apoucar
awake apoteose
awakening apoteosar
awakener apotentar
awaken apoteatico
awake apostura
await apostrofar
awacs apostolizar
avuncular apostolicidade
avower apostolar
avowed apostolado
avowal aposto
avow apostar
avouch apostalico
avon aposta
avoirdupois apossar
avoider aposiaao
avoidance aposento
avoidable aposentar
avoid aposentadoria
avocationally aportuguesar
avocational aportar
avocation apor
avocado apoquentar
aviv apoquentador
avitaminosis apoplexia
avitaminoses apontes
avis apontar
avionic apontador
avidity aponevratico
avid apolvilhar
aviatrix apologizar
aviator apologista
aviation apologia
aviate apologatico
aviary apologatica
avian apolo
aves apolinairio
avery apolanio
avertible apolania
avert apoio
aversive apoiar
aversion apogiatura
averse apogeu
average apodrir
aver apodrentar
avenue apodrecer
avenging apoderar
avenger apodaatico
avenge apocalipse
ave apocalaatico
avaunt apocalaaptico
avatar apoca
avast aplicativo
avarua aplicar
avaricious aplicante
avarice aplicada
avantgardists aplicacional
avantgardist aplicabilidade
avantgardism aplicaaao
avantgarde aplauso
avant aplausaavel
avalon aplaudir
avalanche aplaudente
available aplanar
availability aplanador
avail aplaistico
av aplainar
auxin aplainador
auxiliary aplacar
autumn apl
autumnal apito
autumn apitar
auto apipar
autotransformer apio
autosuggestion apintalhar
autosuggestibility apinhoar
autorepeats apinhar
autorepeating apingentar
autorepeat apincelar
autoregressive apimentar
autopsy apilhar
autopilot apiforme
autonomy apifobia
autonomous apiedar
autonomic apicultural
automotive apicultura
automorphism apico
automaton apicado
automatize api
automatism apetrecho
automatise apetrechar
automation apetitoso
automatic apetitivo
automate apetite
automata apetitar
autoloader apetibilidade
autoimmunity apetiaao
autoimmune apetente
autoignition apetecer
autogyro apetancia
autograph apestanado
autogiro apesar
autofocus aperuado
autofluorescence aperto
autodidactic apertar
autodidact apertao
autodial apertadouro
autodialler apertador
autocue apertadoiro
autocross apertadela
autocratically apertadeira
autocratic apertada
autocrat aperitivo
autocracy aperiadico
autocorrelation aperfilhar
autocorrelating aperfeiaoar
autocorrelates apercetivo
autocorrelated apercetibilidade
autocorrelate apercetaavel
autocollimator aperceber
autoclave aperaltar
autobiography apera
autobiographical apequenar
autobiographic apenso
autobiographer apeninsulado
autobahn apenhascado
autistic apendicite
autism apendiciado
authorship apendicectomia
authorizer apenas
authorize apenas
authorization apelo
authority apelido
authoritative apelidar
authoritarianism apelativo
authoritarian apelatario
authorisers apelar
authoriser apelante
authorise apelador
authorisation apelabilidade
authoring apel
authorial apego
authoress apegar
author apeganhar
authenticity apegadiao
authenticator apedrejar
authentication apedrejador
authenticate apedrar
authentically apedantado
authentic apear
auteur apeaonhentar
austrian apeaonhar
austria apeadeiro
austral apeadeira
australopithecus apaziguo
australites apazigues
australis apaziguemos
australian apaziguemos
australia apaziguem
australasian apaziguem
australasia apazigueis
austral apazigue
austin apazigue
austerity apazigue
austere apaziguas
aussie apaziguar
auspicious apaziguamos
auspices apaziguam
auspice apaziguais
auscultation apaziguai
auscultate apaziguador
auschwitz apazigua
auroral apazigua
aurora apavorar
auricular apavorante
auric apavonar
auricle apatrulhar
aureomycin apatriota
aureole apatite
aurelius apatifar
aura apatia
auras apatetado
aural apatese
aura apastrofo
aunty apastrofe
auntie apastolo
aunt apastata
auk apassivativo
augustus apassivar
august apassivante
augusts apassivador
augusts apascentar
augusto apas
augustinian aparvoar
augustine aparvalhar
augustan apartotel
augusta apartidairio
august aparte
augury apartar
augur apartadiao
aug aparta
augmenter aparo
augmentative apariaao
augmentation aparente
augment aparentar
augite aparelho
aught aparelhar
auger aparelhagem
audubon aparecer
audrey aparcelar
auditory aparceirar
auditorium aparcamento
auditor aparatoso
auditive aparato
audition aparar
audit aparancia
audiovisual aparalaipis
audiotape aparafusar
audiophile aparador
audiometry aparadeira
audiometric aparaacio
audiometer apara
audiology apapoilado
audiologist apaparicos
audiological apaparicar
audio apantufar
audience apaniguo
audible apanigues
audibility apaniguemos
audi apaniguemos
audacity apaniguem
audacious apaniguem
auctioneer apanigueis
auction apanigue
auckland apanigue
auburn apanigue
aubrey apaniguas
aubergine apaniguar
au apaniguamos
atypical apaniguam
atwood apaniguais
atwitter apaniguai
attune apanigua
at apanigua
at apanicar
attrition apanho
attributive apanhar
attributionally apanhamoscas
attributional apanhadura
attribution apanhador
attributer apanhado
attribute apanha
attributable apandice
attractor apancar
attractive apanaigio
attraction apalpo
attractant apalpar
attractable apalpao
attract apalpadela
attorney apalpadeira
attitudinise apalmar
attitudinally apalio
attitudinal apalice
attitude apalia
attiring apalhaaar
attire apalermar
attila apalavrar
attica apalancar
attic apaladar
attester apalacianar
attestation apalaches
attest apalaaar
attenuator apaixonar
attenuation apaixonado
attenuate apaixonadiao
attentive apaitrida
attentionally apaitico
attentionality apagar
attentional apagador
attention apaga
attending apafise
attender apafase
attendee apadroar
attendant apadrinhar
attendance apacrifo
attend apache
attempter aorta
attempt aonde
attar ao
attainment anzoleiro
attainer anzolado
attainder anzol
attainably aanvio
attainable anuviar
attainability anus
attain anunciativo
attacker anunciar
attackable anunciante
attack anunciador
attachs anunciada
attachment anulativo
attacher anulatario
attachable anular
attach anulante
attachaca anulador
a anulabilidade
atropine anuir
atrophy anuidade
atrophic anuente
atrocity anuancia
atrocious anualidade
atrium anual
atria anuairio
atrial antunes
atop antuarpia
atonement antropoterapia
atone antropoteaasmo
atonality antroponaamico
atonal antroponaamia
atomizer antropomorfose
atomize antropomorfo
atomization antropomorfizar
atomistic antropomorfismo
atomiser antropomorfia
atomise antropomatrico
atomisation antropologia
atomicity antropoide
atomic antropogenia
atom antropogenesia
atoll antropogenatico
atmospherically antropoganese
atmospheric antropofaigico
atmosphered antropocentrismo
atmosphere antropocantrico
atman antropanimo
atm antropafago
atlee antro
atlas antracitoso
atlantis antonieta
atlantic antoniano
atlanta antonaamia
atkinson antologia
atkins antolagico
atilt antoine
ati antivirulento
athwart antiviril
athleticism antivaarus
athletic antivarialico
athlete antituberculoso
athirst antitoxina
atherton antitetanico
atherosclerosis antiteatro
atheroscleroses antiteaasmo
athens antitatico
athenian antitarmico
athena antissatico
atheist antissaptico
atheistic antirrugas
atheistically antirrealismo
atheist antirraquaatico
atheism antirracional
ate antiquo
atemporal antiques
atelier antiquemos
ate antiquemos
atc antiquem
ataxic antiqueis
ataxia antique
atavistic antique
atavist antique
atavism antiquaassimo
atari antiquas
asynchrony antiquar
asynchronous antiquamos
asynchronism antiquam
asymptotic antiquam
asymptote antiquais
asymptomatic antiquairio
asymmetry antiquai
asymmetrical antiqua
asymmetric antiqua
asylumseekers antiprotao
asylumseeker antipopular
asylum antipolaatico
aswan antipolaatica
asunder antipoatico
asunciaca³ns antiplaistico
asunciaca³n antiperistailtico
astute antiperiadico
as antipedagagico
astrophysics antipatriatico
astrophysicist antipatizar
astrophysical antipatia
astronomy antipartaacula
astronomical antiparlamentarismo
astronomic antiparasita
astronomer antiparalelismo
astronautical antiparalelas
astronautic antipapado
astronaut antipapa
astrology antipadico
astrologist antioquia
astrological antinupcial
astrologer antinomismo
astrolabe antinomia
astringent antinevratico
astringency antinevrailgico
astride antineutrao
astray antinatural
astral antinarcatico
astrakhan antinadoa
astraddle antinacional
astounding antimoral
astound antimoniaxido
astoria aantimo
astor antimilitarista
a antimilitarismo
astonishment antimilitar
astonishing antimetaitese
astonished antimelancalico
astonish antimeladico
aston antimataria
astir antimanio
astigmatism antimanico
astigmatic antimagnatico
asthmatic antimaaanico
asthma antilogismo
asteroidal antilogaritmo
asteroid antiliberal
astern antilhas
asterisk antiletairgico
aster antijuraadico
astatine antiinflamatario
astana antiinfecioso
assyriology antihipnatico
assyrian antihepaitico
assyria antihemorroidal
assuringly antihemorraigico
assurer antiguidade
assured antigripal
assure antigrevista
assurance antigramatical
assumptive antigovernamental
assumption antigotoso
assuming antigo
assumer antigermanico
assumed antigeomatrico
assume antigario
assumable antiganio
assumability antiganico
assuage antigamente
asst antigaisico
assortment antigais
assorter antifilosafico
assort antiferruginoso
assonant antifebril
assonance antievangalico
associators antiestatico
associator antiespiritualismo
associativity antiescorbatico
associative antiescarlatinoso
associationally antieconamico
associational antidramaitico
association antidogmatismo
associateship antidogmaitico
associate antidigestivo
associable antidiftarico
assn antidiarreico
assize antidiabatico
assister anticristo
assistantship anticristianismo
assistant anticristao
assistance anticrepasculo
assist anticraatico
assisi anticosmatico
assimilative anticorrosivo
assimilationist anticorporativo
assimilation anticorporativismo
assimilate anticorpo
assimilable anticonstitucional
assignor anticoncetivo
assignment anticoncecional
assigner anticoncaalio
assignee anticomercial
assignation anticolarico
assignable anticoagulante
assign anticlericalismo
assiduous anticlerical
assiduity anticlaissico
asseveration anticivismo
asseverate anticientaafico
asset anticaavico
assessor anticatolicismo
assessment anticatico
assessable anticatalico
assess antibioterapia
asses antibiose
assertive antibiatico
assertionally antiasmaitico
assertional antiartaastico
assertion antiaristocrata
asserter antiaristocraitico
asserted antialcoolismo
assert antialcoalico
assenting antialcalino
assenter antiacadamico
assent antiabortivo
assen antiabolicionismo
assemblywomen antiaareo
assemblywoman anti
assemblymen anteviu
assemblymens antevistos
assemblyman antevisto
assembly antevistes
assemblies anteviste
assembler antevistas
assemble antevista
assemblage antevisses
assaying antevissem
assayer antevisse
assay antevisse
assaultiveness antevirmos
assaultively antevires
assaultive antevirem
assaulter antevirdes
assault anteviras
assassination anteviram
assassinate anteviram
assassin antevira
assamese antevira
assam antevir
assailing antevir
assailant antevimos
assailable antevidente
assail antevidancia
assad antevias
ass anteviam
asquith antevia
asplenium antevia
aspiring antevi
aspirin antevermos
aspirer anteverias
aspire anteveriam
aspirator anteveria
aspirationally anteveria
aspirational anteveres
aspiration anteveremos
aspirate anteverem
aspirant antevereis
aspidistra anteverei
aspic anteverdes
asphyxiation anteverao
asphyxiate anteverais
asphyxia anteverai
asphodel anteveraaeis
asphalter anteveraaamos
asphalt antever
aspersion antevendo
asperity antevemos
aspen antevejo
aspect antevejas
aspartame antevejamos
asparagus antevejamos
asp antevejam
asocial antevejam
asmara antevejais
asleep anteveja
aslant anteveja
asking anteveja
askew anteveis
askewness anteveem
asker antevede
askance antevaassemos
ask antevaasseis
asininity antevaspera
asinine antevas
asimov antevaareis
asimilar antevaaramos
aside antevaaeis
asiatic antevaaamos
asiatech anteva
asian anteva
asia antestreia
ashy antes
ashtray antero
ashton anteriorizar
ashram anterioridade
ashore anterior
ashley anteproposta
ashlaring anteprojeto
ashlar anteprograma
ashland anteposto
ashgabat anteposiaao
ashford anteporto
asheville anteportaria
asher anteportal
ashen anteportada
ashanti anteporta
ashamed antepor
ash antepenaltimo
asexuality antepasto
asexual antepassar
aseptic anteparto
ascriptive anteparo
ascription anteparar
ascribe antepara
ascribable antepagar
ascot antepaga
ascorbic anteontem
ascii anteocupar
asceticism anteocupante
ascetically anteocular
ascetic antenupcial
ascertainment antenome
ascertainable anteniforme
ascertain antenal
ascent antenado
ascension antena
ascending antemuro
ascender antemurar
ascendency antemuralha
ascendant antemural
ascendantly antemural
ascendancy antemover
ascend antemostrar
ascaris antemao
asbestosis anteguarda
asbestoses aantegro
asbestos aantegra
asap antefosso
aryan antedou
arum antedizer
aruba antedito
arty antedeu
artwork antedestes
arturo antedeste
art antedesses
artless antedessem
artistry antedesse
artistic antedesse
artiste antedermos
artist antederes
artisan antederem
artillerymen antederdes
artillerymens antederas
artilleryman antederam
artillery antederam
artillerist antedera
artificiality antedera
artificial anteder
artificer anteder
artifice antedemos
artie antedeis
articulatory antedei
articulator antedeem
articulative antedeem
articulation antedavas
articulate antedavam
articular antedava
articulacy antedava
articulable antedassemos
articling antedasseis
article antedas
artichoke antedarmos
arthurian antedarias
arthur antedariam
arthroscopic antedaria
arthroscope antedaria
arthropoda antedares
arthropod antedaremos
arthrogram antedarem
